name,average_price,item_name
Israel,2.19,"Milk (Regular, 1 Liter), Markets"
Israel,2.97,"Fresh White Bread (500 g Loaf), Markets"
Israel,4.52,"Eggs (12, Large Size), Markets"
Israel,17.19,"Local Cheese (1 kg), Markets"
Israel,1.61,"Bottled Water (1.5 Liter), Markets"
Israel,13.88,"Bottle of Wine (Mid-Range), Markets"
Israel,3.07,"Domestic Beer (0.5 Liter Bottle), Markets"
Israel,3.63,"Imported Beer (0.33 Liter Bottle), Markets"
Israel,12.34,"Cigarettes (Pack of 20, Marlboro), Markets"
Israel,12.44,"Chicken Fillets (1 kg), Markets"
Israel,3.84,"Apples (1 kg), Markets"
Israel,2.18,"Oranges (1 kg), Markets"
Israel,1.78,"Potatoes (1 kg), Markets"
Israel,2.22,"Lettuce (1 Head), Markets"
Israel,4.47,"Cappuccino (Regular Size), Restaurants"
Israel,3.21,"White Rice (1 kg), Markets"
Israel,2.69,"Tomatoes (1 kg), Markets"
Israel,2.61,"Bananas (1 kg), Markets"
Israel,1.78,"Onions (1 kg), Markets"
Israel,22.14,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Italy,17.76,"Meal at an Inexpensive Restaurant, Restaurants"
Italy,81.51,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Italy,11.64,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Italy,5.82,"Domestic Draft Beer (0.5 Liter), Restaurants"
Italy,5.24,"Imported Beer (0.33 Liter Bottle), Restaurants"
Italy,3.03,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Italy,1.4,"Bottled Water (0.33 Liter), Restaurants"
Italy,1.66,"Milk (Regular, 1 Liter), Markets"
Italy,2.38,"Fresh White Bread (500 g Loaf), Markets"
Italy,4.15,"Eggs (12, Large Size), Markets"
Italy,16.95,"Local Cheese (1 kg), Markets"
Italy,0.52,"Bottled Water (1.5 Liter), Markets"
Italy,6.99,"Bottle of Wine (Mid-Range), Markets"
Italy,1.83,"Domestic Beer (0.5 Liter Bottle), Markets"
Italy,2.48,"Imported Beer (0.33 Liter Bottle), Markets"
Italy,6.99,"Cigarettes (Pack of 20, Marlboro), Markets"
Italy,12.5,"Chicken Fillets (1 kg), Markets"
Italy,2.57,"Apples (1 kg), Markets"
Italy,2.7,"Oranges (1 kg), Markets"
Italy,2.02,"Potatoes (1 kg), Markets"
Italy,1.56,"Lettuce (1 Head), Markets"
Italy,2.01,"Cappuccino (Regular Size), Restaurants"
Italy,3.04,"White Rice (1 kg), Markets"
Italy,3.36,"Tomatoes (1 kg), Markets"
Italy,2.2,"Bananas (1 kg), Markets"
Italy,1.9,"Onions (1 kg), Markets"
Italy,20.45,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Ivory Coast,3.55,"Meal at an Inexpensive Restaurant, Restaurants"
Ivory Coast,72.18,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Ivory Coast,10.65,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Ivory Coast,1.07,"Domestic Draft Beer (0.5 Liter), Restaurants"
Ivory Coast,1.78,"Imported Beer (0.33 Liter Bottle), Restaurants"
Ivory Coast,0.82,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Ivory Coast,0.83,"Bottled Water (0.33 Liter), Restaurants"
Ivory Coast,2.26,"Milk (Regular, 1 Liter), Markets"
Ivory Coast,0.46,"Fresh White Bread (500 g Loaf), Markets"
Ivory Coast,2.23,"Eggs (12, Large Size), Markets"
Ivory Coast,17.75,"Local Cheese (1 kg), Markets"
Ivory Coast,0.89,"Bottled Water (1.5 Liter), Markets"
Ivory Coast,6.66,"Bottle of Wine (Mid-Range), Markets"
Ivory Coast,1.12,"Domestic Beer (0.5 Liter Bottle), Markets"
Ivory Coast,1.29,"Imported Beer (0.33 Liter Bottle), Markets"
Ivory Coast,1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
Ivory Coast,6.85,"Chicken Fillets (1 kg), Markets"
Ivory Coast,3.83,"Apples (1 kg), Markets"
Ivory Coast,1.87,"Oranges (1 kg), Markets"
Ivory Coast,1.71,"Potatoes (1 kg), Markets"
Ivory Coast,0.7,"Lettuce (1 Head), Markets"
Ivory Coast,1.89,"Cappuccino (Regular Size), Restaurants"
Ivory Coast,1.11,"White Rice (1 kg), Markets"
Ivory Coast,2.07,"Tomatoes (1 kg), Markets"
Ivory Coast,1.06,"Bananas (1 kg), Markets"
Ivory Coast,1.72,"Onions (1 kg), Markets"
Ivory Coast,6.53,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Jamaica,9.36,"Meal at an Inexpensive Restaurant, Restaurants"
Jamaica,62.38,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Jamaica,8.11,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Jamaica,2.5,"Domestic Draft Beer (0.5 Liter), Restaurants"
Jamaica,3.12,"Imported Beer (0.33 Liter Bottle), Restaurants"
Jamaica,1.32,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Jamaica,0.79,"Bottled Water (0.33 Liter), Restaurants"
Jamaica,3.7,"Milk (Regular, 1 Liter), Markets"
Jamaica,3.05,"Fresh White Bread (500 g Loaf), Markets"
Jamaica,3.5,"Eggs (12, Large Size), Markets"
Jamaica,13.1,"Local Cheese (1 kg), Markets"
Jamaica,1.37,"Bottled Water (1.5 Liter), Markets"
Jamaica,11.85,"Bottle of Wine (Mid-Range), Markets"
Jamaica,2.66,"Domestic Beer (0.5 Liter Bottle), Markets"
Jamaica,3.11,"Imported Beer (0.33 Liter Bottle), Markets"
Jamaica,9.36,"Cigarettes (Pack of 20, Marlboro), Markets"
Jamaica,7.83,"Chicken Fillets (1 kg), Markets"
Jamaica,6.17,"Apples (1 kg), Markets"
Jamaica,4.54,"Oranges (1 kg), Markets"
Jamaica,2.31,"Potatoes (1 kg), Markets"
Jamaica,2.42,"Lettuce (1 Head), Markets"
Jamaica,4.24,"Cappuccino (Regular Size), Restaurants"
Jamaica,1.63,"White Rice (1 kg), Markets"
Jamaica,2.4,"Tomatoes (1 kg), Markets"
Jamaica,3.53,"Bananas (1 kg), Markets"
Jamaica,2.03,"Onions (1 kg), Markets"
Jamaica,7.66,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Japan,6.45,"Meal at an Inexpensive Restaurant, Restaurants"
Japan,32.25,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Japan,5.16,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Japan,3.22,"Domestic Draft Beer (0.5 Liter), Restaurants"
Japan,3.87,"Imported Beer (0.33 Liter Bottle), Restaurants"
Japan,1.04,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Japan,0.75,"Bottled Water (0.33 Liter), Restaurants"
Japan,1.44,"Milk (Regular, 1 Liter), Markets"
Japan,1.41,"Fresh White Bread (500 g Loaf), Markets"
Japan,2.08,"Eggs (12, Large Size), Markets"
Japan,10.95,"Local Cheese (1 kg), Markets"
Japan,0.87,"Bottled Water (1.5 Liter), Markets"
Japan,7.74,"Bottle of Wine (Mid-Range), Markets"
Japan,2.03,"Domestic Beer (0.5 Liter Bottle), Markets"
Japan,2.71,"Imported Beer (0.33 Liter Bottle), Markets"
Japan,4,"Cigarettes (Pack of 20, Marlboro), Markets"
Japan,6.47,"Chicken Fillets (1 kg), Markets"
Japan,4.92,"Apples (1 kg), Markets"
Japan,4.27,"Oranges (1 kg), Markets"
Japan,2.64,"Potatoes (1 kg), Markets"
Japan,1.28,"Lettuce (1 Head), Markets"
Japan,3.09,"Cappuccino (Regular Size), Restaurants"
Japan,4.61,"White Rice (1 kg), Markets"
Japan,4.44,"Tomatoes (1 kg), Markets"
Japan,2.43,"Bananas (1 kg), Markets"
Japan,2.53,"Onions (1 kg), Markets"
Japan,18.18,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Jersey,36.65,"Meal at an Inexpensive Restaurant, Restaurants"
Jersey,119.93,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Jersey,10.66,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Jersey,7.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
Jersey,6.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Jersey,3.33,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Jersey,2.53,"Bottled Water (0.33 Liter), Restaurants"
Jersey,2.16,"Milk (Regular, 1 Liter), Markets"
Jersey,2.64,"Fresh White Bread (500 g Loaf), Markets"
Jersey,6.24,"Eggs (12, Large Size), Markets"
Jersey,6.75,"Local Cheese (1 kg), Markets"
Jersey,2.5,"Bottled Water (1.5 Liter), Markets"
Jersey,11.99,"Bottle of Wine (Mid-Range), Markets"
Jersey,4.44,"Domestic Beer (0.5 Liter Bottle), Markets"
Jersey,7.33,"Imported Beer (0.33 Liter Bottle), Markets"
Jersey,16.32,"Cigarettes (Pack of 20, Marlboro), Markets"
Jersey,11.99,"Chicken Fillets (1 kg), Markets"
Jersey,4.29,"Apples (1 kg), Markets"
Jersey,4.2,"Oranges (1 kg), Markets"
Jersey,3.88,"Potatoes (1 kg), Markets"
Jersey,1.99,"Lettuce (1 Head), Markets"
Jersey,4.81,"Cappuccino (Regular Size), Restaurants"
Jersey,3.51,"White Rice (1 kg), Markets"
Jersey,4.16,"Tomatoes (1 kg), Markets"
Jersey,3.16,"Bananas (1 kg), Markets"
Jersey,3.78,"Onions (1 kg), Markets"
Jersey,18.92,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Jordan,5.64,"Meal at an Inexpensive Restaurant, Restaurants"
Jordan,49.37,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Jordan,7.05,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Jordan,5.64,"Domestic Draft Beer (0.5 Liter), Restaurants"
Jordan,7.05,"Imported Beer (0.33 Liter Bottle), Restaurants"
Jordan,0.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Jordan,0.36,"Bottled Water (0.33 Liter), Restaurants"
Jordan,1.45,"Milk (Regular, 1 Liter), Markets"
Jordan,0.53,"Fresh White Bread (500 g Loaf), Markets"
Jordan,2.16,"Eggs (12, Large Size), Markets"
Jordan,6.43,"Local Cheese (1 kg), Markets"
Jordan,0.59,"Bottled Water (1.5 Liter), Markets"
Jordan,21.16,"Bottle of Wine (Mid-Range), Markets"
Jordan,4.79,"Domestic Beer (0.5 Liter Bottle), Markets"
Jordan,5.31,"Imported Beer (0.33 Liter Bottle), Markets"
Jordan,3.53,"Cigarettes (Pack of 20, Marlboro), Markets"
Jordan,5.85,"Chicken Fillets (1 kg), Markets"
Jordan,1.9,"Apples (1 kg), Markets"
Jordan,1.31,"Oranges (1 kg), Markets"
Jordan,0.89,"Potatoes (1 kg), Markets"
Jordan,0.64,"Lettuce (1 Head), Markets"
Jordan,3.41,"Cappuccino (Regular Size), Restaurants"
Jordan,1.64,"White Rice (1 kg), Markets"
Jordan,0.75,"Tomatoes (1 kg), Markets"
Jordan,1.68,"Bananas (1 kg), Markets"
Jordan,0.73,"Onions (1 kg), Markets"
Jordan,11.74,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kazakhstan,8.9,"Meal at an Inexpensive Restaurant, Restaurants"
Kazakhstan,31.65,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kazakhstan,6.43,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kazakhstan,1.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kazakhstan,2.37,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kazakhstan,0.98,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kazakhstan,0.56,"Bottled Water (0.33 Liter), Restaurants"
Kazakhstan,1.18,"Milk (Regular, 1 Liter), Markets"
Kazakhstan,0.44,"Fresh White Bread (500 g Loaf), Markets"
Kazakhstan,1.64,"Eggs (12, Large Size), Markets"
Kazakhstan,9.47,"Local Cheese (1 kg), Markets"
Kazakhstan,0.76,"Bottled Water (1.5 Liter), Markets"
Kazakhstan,7.52,"Bottle of Wine (Mid-Range), Markets"
Kazakhstan,0.95,"Domestic Beer (0.5 Liter Bottle), Markets"
Kazakhstan,1.8,"Imported Beer (0.33 Liter Bottle), Markets"
Kazakhstan,1.98,"Cigarettes (Pack of 20, Marlboro), Markets"
Kazakhstan,4.72,"Chicken Fillets (1 kg), Markets"
Kazakhstan,1.34,"Apples (1 kg), Markets"
Kazakhstan,1.99,"Oranges (1 kg), Markets"
Kazakhstan,0.62,"Potatoes (1 kg), Markets"
Kazakhstan,1.13,"Lettuce (1 Head), Markets"
Kazakhstan,2.15,"Cappuccino (Regular Size), Restaurants"
Kazakhstan,1.45,"White Rice (1 kg), Markets"
Kazakhstan,1.84,"Tomatoes (1 kg), Markets"
Kazakhstan,1.94,"Bananas (1 kg), Markets"
Kazakhstan,0.42,"Onions (1 kg), Markets"
Kazakhstan,7.55,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kenya,3.86,"Meal at an Inexpensive Restaurant, Restaurants"
Kenya,30.89,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kenya,6.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kenya,2.32,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kenya,2.7,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kenya,0.61,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kenya,0.48,"Bottled Water (0.33 Liter), Restaurants"
Kenya,0.78,"Milk (Regular, 1 Liter), Markets"
Kenya,0.51,"Fresh White Bread (500 g Loaf), Markets"
Kenya,1.54,"Eggs (12, Large Size), Markets"
Kenya,9.9,"Local Cheese (1 kg), Markets"
Kenya,0.65,"Bottled Water (1.5 Liter), Markets"
Kenya,10.04,"Bottle of Wine (Mid-Range), Markets"
Kenya,2.06,"Domestic Beer (0.5 Liter Bottle), Markets"
Kenya,2.56,"Imported Beer (0.33 Liter Bottle), Markets"
Kenya,3.09,"Cigarettes (Pack of 20, Marlboro), Markets"
Kenya,6.42,"Chicken Fillets (1 kg), Markets"
Kenya,2.76,"Apples (1 kg), Markets"
Kenya,1.69,"Oranges (1 kg), Markets"
Kenya,0.82,"Potatoes (1 kg), Markets"
Kenya,0.69,"Lettuce (1 Head), Markets"
Kenya,2.23,"Cappuccino (Regular Size), Restaurants"
Kenya,1.41,"White Rice (1 kg), Markets"
Kenya,0.83,"Tomatoes (1 kg), Markets"
Kenya,1.01,"Bananas (1 kg), Markets"
Kenya,0.91,"Onions (1 kg), Markets"
Kenya,5.11,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kiribati,4.99,"Meal at an Inexpensive Restaurant, Restaurants"
Kiribati,26.43,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kiribati,9.91,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kiribati,3.57,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kiribati,5.95,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kiribati,0.99,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kiribati,0.73,"Bottled Water (0.33 Liter), Restaurants"
Kiribati,2.18,"Milk (Regular, 1 Liter), Markets"
Kiribati,1.92,"Fresh White Bread (500 g Loaf), Markets"
Kiribati,6.34,"Eggs (12, Large Size), Markets"
Kiribati,16.52,"Local Cheese (1 kg), Markets"
Kiribati,0.35,"Bottled Water (1.5 Liter), Markets"
Kiribati,12.56,"Bottle of Wine (Mid-Range), Markets"
Kiribati,1.65,"Domestic Beer (0.5 Liter Bottle), Markets"
Kiribati,3.3,"Imported Beer (0.33 Liter Bottle), Markets"
Kiribati,5.95,"Cigarettes (Pack of 20, Marlboro), Markets"
Kiribati,5.62,"Chicken Fillets (1 kg), Markets"
Kiribati,6.41,"Apples (1 kg), Markets"
Kiribati,6.24,"Oranges (1 kg), Markets"
Kiribati,4.49,"Potatoes (1 kg), Markets"
Kiribati,3.35,"Lettuce (1 Head), Markets"
Kiribati,2.97,"Cappuccino (Regular Size), Restaurants"
Kiribati,1.39,"White Rice (1 kg), Markets"
Kiribati,5.76,"Tomatoes (1 kg), Markets"
Kiribati,3.3,"Bananas (1 kg), Markets"
Kiribati,3,"Onions (1 kg), Markets"
Kiribati,18.5,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kosovo (Disputed Territory),5.82,"Meal at an Inexpensive Restaurant, Restaurants"
Kosovo (Disputed Territory),23.29,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kosovo (Disputed Territory),5.82,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kosovo (Disputed Territory),2.33,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kosovo (Disputed Territory),2.33,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kosovo (Disputed Territory),1.35,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kosovo (Disputed Territory),1.01,"Bottled Water (0.33 Liter), Restaurants"
Kosovo (Disputed Territory),1.35,"Milk (Regular, 1 Liter), Markets"
Kosovo (Disputed Territory),0.63,"Fresh White Bread (500 g Loaf), Markets"
Kosovo (Disputed Territory),1.62,"Eggs (12, Large Size), Markets"
Kosovo (Disputed Territory),6.71,"Local Cheese (1 kg), Markets"
Kosovo (Disputed Territory),0.56,"Bottled Water (1.5 Liter), Markets"
Kosovo (Disputed Territory),5.82,"Bottle of Wine (Mid-Range), Markets"
Kosovo (Disputed Territory),0.99,"Domestic Beer (0.5 Liter Bottle), Markets"
Kosovo (Disputed Territory),1.29,"Imported Beer (0.33 Liter Bottle), Markets"
Kosovo (Disputed Territory),3.49,"Cigarettes (Pack of 20, Marlboro), Markets"
Kosovo (Disputed Territory),5.88,"Chicken Fillets (1 kg), Markets"
Kosovo (Disputed Territory),1.25,"Apples (1 kg), Markets"
Kosovo (Disputed Territory),1.44,"Oranges (1 kg), Markets"
Kosovo (Disputed Territory),0.91,"Potatoes (1 kg), Markets"
Kosovo (Disputed Territory),0.8,"Lettuce (1 Head), Markets"
Kosovo (Disputed Territory),1.46,"Cappuccino (Regular Size), Restaurants"
Kosovo (Disputed Territory),1.38,"White Rice (1 kg), Markets"
Kosovo (Disputed Territory),1.18,"Tomatoes (1 kg), Markets"
Kosovo (Disputed Territory),1.62,"Bananas (1 kg), Markets"
Kosovo (Disputed Territory),0.87,"Onions (1 kg), Markets"
Kosovo (Disputed Territory),11.06,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kuwait,8.15,"Meal at an Inexpensive Restaurant, Restaurants"
Kuwait,52.15,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kuwait,8.15,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kuwait,2.93,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kuwait,3.26,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kuwait,0.51,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kuwait,0.36,"Bottled Water (0.33 Liter), Restaurants"
Kuwait,1.59,"Milk (Regular, 1 Liter), Markets"
Kuwait,1.13,"Fresh White Bread (500 g Loaf), Markets"
Kuwait,2.08,"Eggs (12, Large Size), Markets"
Kuwait,6.35,"Local Cheese (1 kg), Markets"
Kuwait,0.5,"Bottled Water (1.5 Liter), Markets"
Kuwait,3.26,"Bottle of Wine (Mid-Range), Markets"
Kuwait,1.26,"Domestic Beer (0.5 Liter Bottle), Markets"
Kuwait,1.74,"Imported Beer (0.33 Liter Bottle), Markets"
Kuwait,3.1,"Cigarettes (Pack of 20, Marlboro), Markets"
Kuwait,7.11,"Chicken Fillets (1 kg), Markets"
Kuwait,2.34,"Apples (1 kg), Markets"
Kuwait,1.75,"Oranges (1 kg), Markets"
Kuwait,1.38,"Potatoes (1 kg), Markets"
Kuwait,2.32,"Lettuce (1 Head), Markets"
Kuwait,5.14,"Cappuccino (Regular Size), Restaurants"
Kuwait,1.88,"White Rice (1 kg), Markets"
Kuwait,1.64,"Tomatoes (1 kg), Markets"
Kuwait,1.95,"Bananas (1 kg), Markets"
Kuwait,1.31,"Onions (1 kg), Markets"
Kuwait,10.26,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Kyrgyzstan,5.72,"Meal at an Inexpensive Restaurant, Restaurants"
Kyrgyzstan,22.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Kyrgyzstan,5.72,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Kyrgyzstan,1.37,"Domestic Draft Beer (0.5 Liter), Restaurants"
Kyrgyzstan,1.72,"Imported Beer (0.33 Liter Bottle), Restaurants"
Kyrgyzstan,0.7,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Kyrgyzstan,0.34,"Bottled Water (0.33 Liter), Restaurants"
Kyrgyzstan,0.94,"Milk (Regular, 1 Liter), Markets"
Kyrgyzstan,0.41,"Fresh White Bread (500 g Loaf), Markets"
Kyrgyzstan,1.66,"Eggs (12, Large Size), Markets"
Kyrgyzstan,7.91,"Local Cheese (1 kg), Markets"
Kyrgyzstan,0.55,"Bottled Water (1.5 Liter), Markets"
Kyrgyzstan,7.72,"Bottle of Wine (Mid-Range), Markets"
Kyrgyzstan,1.19,"Domestic Beer (0.5 Liter Bottle), Markets"
Kyrgyzstan,1.83,"Imported Beer (0.33 Liter Bottle), Markets"
Kyrgyzstan,1.83,"Cigarettes (Pack of 20, Marlboro), Markets"
Kyrgyzstan,4.56,"Chicken Fillets (1 kg), Markets"
Kyrgyzstan,0.97,"Apples (1 kg), Markets"
Kyrgyzstan,2,"Oranges (1 kg), Markets"
Kyrgyzstan,0.57,"Potatoes (1 kg), Markets"
Kyrgyzstan,0.62,"Lettuce (1 Head), Markets"
Kyrgyzstan,2.1,"Cappuccino (Regular Size), Restaurants"
Kyrgyzstan,1.54,"White Rice (1 kg), Markets"
Kyrgyzstan,1.53,"Tomatoes (1 kg), Markets"
Kyrgyzstan,1.79,"Bananas (1 kg), Markets"
Kyrgyzstan,0.48,"Onions (1 kg), Markets"
Kyrgyzstan,7.99,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Laos,2.3,"Meal at an Inexpensive Restaurant, Restaurants"
Laos,18.44,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Laos,5.53,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Laos,1.38,"Domestic Draft Beer (0.5 Liter), Restaurants"
Laos,1.73,"Imported Beer (0.33 Liter Bottle), Restaurants"
Laos,0.72,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Laos,0.45,"Bottled Water (0.33 Liter), Restaurants"
Laos,1.89,"Milk (Regular, 1 Liter), Markets"
Laos,1.03,"Fresh White Bread (500 g Loaf), Markets"
Laos,1.91,"Eggs (12, Large Size), Markets"
Laos,23.85,"Local Cheese (1 kg), Markets"
Laos,0.47,"Bottled Water (1.5 Liter), Markets"
Laos,11.06,"Bottle of Wine (Mid-Range), Markets"
Laos,1.15,"Domestic Beer (0.5 Liter Bottle), Markets"
Laos,1.17,"Imported Beer (0.33 Liter Bottle), Markets"
Laos,2,"Cigarettes (Pack of 20, Marlboro), Markets"
Laos,5.66,"Chicken Fillets (1 kg), Markets"
Laos,1.82,"Apples (1 kg), Markets"
Laos,2.1,"Oranges (1 kg), Markets"
Laos,1.59,"Potatoes (1 kg), Markets"
Laos,1.28,"Lettuce (1 Head), Markets"
Laos,1.68,"Cappuccino (Regular Size), Restaurants"
Laos,1.03,"White Rice (1 kg), Markets"
Laos,2.36,"Tomatoes (1 kg), Markets"
Laos,1.38,"Bananas (1 kg), Markets"
Laos,1.05,"Onions (1 kg), Markets"
Laos,6.12,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Latvia,13.97,"Meal at an Inexpensive Restaurant, Restaurants"
Latvia,69.87,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Latvia,8.15,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Latvia,5.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
Latvia,4.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Latvia,1.7,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Latvia,1.36,"Bottled Water (0.33 Liter), Restaurants"
Latvia,1.33,"Milk (Regular, 1 Liter), Markets"
Latvia,1.65,"Fresh White Bread (500 g Loaf), Markets"
Latvia,3.31,"Eggs (12, Large Size), Markets"
Latvia,11.73,"Local Cheese (1 kg), Markets"
Latvia,0.92,"Bottled Water (1.5 Liter), Markets"
Latvia,8.15,"Bottle of Wine (Mid-Range), Markets"
Latvia,1.78,"Domestic Beer (0.5 Liter Bottle), Markets"
Latvia,2.16,"Imported Beer (0.33 Liter Bottle), Markets"
Latvia,5.82,"Cigarettes (Pack of 20, Marlboro), Markets"
Latvia,7.99,"Chicken Fillets (1 kg), Markets"
Latvia,1.81,"Apples (1 kg), Markets"
Latvia,2.58,"Oranges (1 kg), Markets"
Latvia,1.02,"Potatoes (1 kg), Markets"
Latvia,1.82,"Lettuce (1 Head), Markets"
Latvia,3.4,"Cappuccino (Regular Size), Restaurants"
Latvia,3.13,"White Rice (1 kg), Markets"
Latvia,3.39,"Tomatoes (1 kg), Markets"
Latvia,1.85,"Bananas (1 kg), Markets"
Latvia,1.08,"Onions (1 kg), Markets"
Latvia,12.7,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Lebanon,10,"Meal at an Inexpensive Restaurant, Restaurants"
Lebanon,50,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Lebanon,8,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Lebanon,4,"Domestic Draft Beer (0.5 Liter), Restaurants"
Lebanon,5,"Imported Beer (0.33 Liter Bottle), Restaurants"
Lebanon,1.63,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Lebanon,0.9,"Bottled Water (0.33 Liter), Restaurants"
Lebanon,1.66,"Milk (Regular, 1 Liter), Markets"
Lebanon,0.76,"Fresh White Bread (500 g Loaf), Markets"
Lebanon,2.85,"Eggs (12, Large Size), Markets"
Lebanon,8.48,"Local Cheese (1 kg), Markets"
Lebanon,0.66,"Bottled Water (1.5 Liter), Markets"
Lebanon,8,"Bottle of Wine (Mid-Range), Markets"
Lebanon,1.19,"Domestic Beer (0.5 Liter Bottle), Markets"
Lebanon,2.01,"Imported Beer (0.33 Liter Bottle), Markets"
Lebanon,2.75,"Cigarettes (Pack of 20, Marlboro), Markets"
Lebanon,8.29,"Chicken Fillets (1 kg), Markets"
Lebanon,1.65,"Apples (1 kg), Markets"
Lebanon,1.09,"Oranges (1 kg), Markets"
Lebanon,0.84,"Potatoes (1 kg), Markets"
Lebanon,0.77,"Lettuce (1 Head), Markets"
