"","Country","average_price","item_name"
"2520","India",3.34,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2521","India",0.41,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2522","India",0.16,"Bottled Water (0.33 Liter), Restaurants"
"2523","India",0.68,"Milk (Regular, 1 Liter), Markets"
"2524","India",0.49,"Fresh White Bread (500 g Loaf), Markets"
"2525","India",0.93,"Eggs (12, Large Size), Markets"
"2526","India",4.98,"Local Cheese (1 kg), Markets"
"2527","India",0.32,"Bottled Water (1.5 Liter), Markets"
"2528","India",8.1,"Bottle of Wine (Mid-Range), Markets"
"2529","India",1.79,"Domestic Beer (0.5 Liter Bottle), Markets"
"2530","India",2.84,"Imported Beer (0.33 Liter Bottle), Markets"
"2531","India",3.9,"Cigarettes (Pack of 20, Marlboro), Markets"
"2532","India",2.97,"Chicken Fillets (1 kg), Markets"
"2533","India",2.05,"Apples (1 kg), Markets"
"2534","India",1.05,"Oranges (1 kg), Markets"
"2535","India",0.38,"Potatoes (1 kg), Markets"
"2536","India",0.5,"Lettuce (1 Head), Markets"
"2537","India",1.79,"Cappuccino (Regular Size), Restaurants"
"2538","India",0.68,"White Rice (1 kg), Markets"
"2539","India",0.5,"Tomatoes (1 kg), Markets"
"2540","India",0.7,"Bananas (1 kg), Markets"
"2541","India",0.43,"Onions (1 kg), Markets"
"2542","India",5.51,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2543","Indonesia",1.8,"Meal at an Inexpensive Restaurant, Restaurants"
"2544","Indonesia",15.01,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2545","Indonesia",3.3,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2546","Indonesia",2.4,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2547","Indonesia",3.6,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2548","Indonesia",0.54,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2549","Indonesia",0.27,"Bottled Water (0.33 Liter), Restaurants"
"2550","Indonesia",1.26,"Milk (Regular, 1 Liter), Markets"
"2551","Indonesia",1.2,"Fresh White Bread (500 g Loaf), Markets"
"2552","Indonesia",1.54,"Eggs (12, Large Size), Markets"
"2553","Indonesia",8.68,"Local Cheese (1 kg), Markets"
"2554","Indonesia",0.44,"Bottled Water (1.5 Liter), Markets"
"2555","Indonesia",18.01,"Bottle of Wine (Mid-Range), Markets"
"2556","Indonesia",2.13,"Domestic Beer (0.5 Liter Bottle), Markets"
"2557","Indonesia",3.18,"Imported Beer (0.33 Liter Bottle), Markets"
"2558","Indonesia",2.58,"Cigarettes (Pack of 20, Marlboro), Markets"
"2559","Indonesia",3.24,"Chicken Fillets (1 kg), Markets"
"2560","Indonesia",2.62,"Apples (1 kg), Markets"
"2561","Indonesia",1.87,"Oranges (1 kg), Markets"
"2562","Indonesia",1.4,"Potatoes (1 kg), Markets"
"2563","Indonesia",0.87,"Lettuce (1 Head), Markets"
"2564","Indonesia",1.7,"Cappuccino (Regular Size), Restaurants"
"2565","Indonesia",0.91,"White Rice (1 kg), Markets"
"2566","Indonesia",1.37,"Tomatoes (1 kg), Markets"
"2567","Indonesia",1.45,"Bananas (1 kg), Markets"
"2568","Indonesia",2.16,"Onions (1 kg), Markets"
"2569","Indonesia",7.88,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2570","Iran",3.34,"Meal at an Inexpensive Restaurant, Restaurants"
"2571","Iran",18,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2572","Iran",4,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2573","Iran",0.78,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2574","Iran",1.1,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2575","Iran",0.58,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2576","Iran",0.92,"Bottled Water (0.33 Liter), Restaurants"
"2577","Iran",0.63,"Milk (Regular, 1 Liter), Markets"
"2578","Iran",0.49,"Fresh White Bread (500 g Loaf), Markets"
"2579","Iran",1.11,"Eggs (12, Large Size), Markets"
"2580","Iran",3.93,"Local Cheese (1 kg), Markets"
"2581","Iran",0.25,"Bottled Water (1.5 Liter), Markets"
"2582","Iran",0.8,"Bottle of Wine (Mid-Range), Markets"
"2583","Iran",0.54,"Domestic Beer (0.5 Liter Bottle), Markets"
"2584","Iran",1.37,"Imported Beer (0.33 Liter Bottle), Markets"
"2585","Iran",2.15,"Cigarettes (Pack of 20, Marlboro), Markets"
"2586","Iran",2.86,"Chicken Fillets (1 kg), Markets"
"2587","Iran",0.91,"Apples (1 kg), Markets"
"2588","Iran",0.89,"Oranges (1 kg), Markets"
"2589","Iran",0.54,"Potatoes (1 kg), Markets"
"2590","Iran",0.54,"Lettuce (1 Head), Markets"
"2591","Iran",1.13,"Cappuccino (Regular Size), Restaurants"
"2592","Iran",2.25,"White Rice (1 kg), Markets"
"2593","Iran",0.6,"Tomatoes (1 kg), Markets"
"2594","Iran",1.42,"Bananas (1 kg), Markets"
"2595","Iran",0.51,"Onions (1 kg), Markets"
"2596","Iran",9.31,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2597","Iraq",4.58,"Meal at an Inexpensive Restaurant, Restaurants"
"2598","Iraq",22.9,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2599","Iraq",6.87,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2600","Iraq",2.29,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2601","Iraq",2.86,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2602","Iraq",0.4,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2603","Iraq",0.2,"Bottled Water (0.33 Liter), Restaurants"
"2604","Iraq",1.22,"Milk (Regular, 1 Liter), Markets"
"2605","Iraq",0.82,"Fresh White Bread (500 g Loaf), Markets"
"2606","Iraq",1.74,"Eggs (12, Large Size), Markets"
"2607","Iraq",4.85,"Local Cheese (1 kg), Markets"
"2608","Iraq",0.55,"Bottled Water (1.5 Liter), Markets"
"2609","Iraq",11.91,"Bottle of Wine (Mid-Range), Markets"
"2610","Iraq",1.88,"Domestic Beer (0.5 Liter Bottle), Markets"
"2611","Iraq",2.26,"Imported Beer (0.33 Liter Bottle), Markets"
"2612","Iraq",1.91,"Cigarettes (Pack of 20, Marlboro), Markets"
"2613","Iraq",4.2,"Chicken Fillets (1 kg), Markets"
"2614","Iraq",1.03,"Apples (1 kg), Markets"
"2615","Iraq",0.98,"Oranges (1 kg), Markets"
"2616","Iraq",0.64,"Potatoes (1 kg), Markets"
"2617","Iraq",0.63,"Lettuce (1 Head), Markets"
"2618","Iraq",2.42,"Cappuccino (Regular Size), Restaurants"
"2619","Iraq",1.55,"White Rice (1 kg), Markets"
"2620","Iraq",0.67,"Tomatoes (1 kg), Markets"
"2621","Iraq",1.13,"Bananas (1 kg), Markets"
"2622","Iraq",0.63,"Onions (1 kg), Markets"
"2623","Iraq",12.65,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2624","Ireland",20.96,"Meal at an Inexpensive Restaurant, Restaurants"
"2625","Ireland",93.16,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2626","Ireland",11.64,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2627","Ireland",6.99,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2628","Ireland",6.52,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2629","Ireland",2.82,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2630","Ireland",2.2,"Bottled Water (0.33 Liter), Restaurants"
"2631","Ireland",1.61,"Milk (Regular, 1 Liter), Markets"
"2632","Ireland",2.19,"Fresh White Bread (500 g Loaf), Markets"
"2633","Ireland",4.27,"Eggs (12, Large Size), Markets"
"2634","Ireland",11.66,"Local Cheese (1 kg), Markets"
"2635","Ireland",2,"Bottled Water (1.5 Liter), Markets"
"2636","Ireland",13.97,"Bottle of Wine (Mid-Range), Markets"
"2637","Ireland",3.51,"Domestic Beer (0.5 Liter Bottle), Markets"
"2638","Ireland",3.8,"Imported Beer (0.33 Liter Bottle), Markets"
"2639","Ireland",20.38,"Cigarettes (Pack of 20, Marlboro), Markets"
"2640","Ireland",11.67,"Chicken Fillets (1 kg), Markets"
"2641","Ireland",3.12,"Apples (1 kg), Markets"
"2642","Ireland",3.16,"Oranges (1 kg), Markets"
"2643","Ireland",2.13,"Potatoes (1 kg), Markets"
"2644","Ireland",1.39,"Lettuce (1 Head), Markets"
"2645","Ireland",4.44,"Cappuccino (Regular Size), Restaurants"
"2646","Ireland",2.01,"White Rice (1 kg), Markets"
"2647","Ireland",4.61,"Tomatoes (1 kg), Markets"
"2648","Ireland",2.24,"Bananas (1 kg), Markets"
"2649","Ireland",1.55,"Onions (1 kg), Markets"
"2650","Ireland",13.56,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2651","Isle Of Man",29.32,"Meal at an Inexpensive Restaurant, Restaurants"
"2652","Isle Of Man",113.27,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2653","Isle Of Man",10.66,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2654","Isle Of Man",6.53,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2655","Isle Of Man",6,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2656","Isle Of Man",2.6,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2657","Isle Of Man",1.92,"Bottled Water (0.33 Liter), Restaurants"
"2658","Isle Of Man",2.1,"Milk (Regular, 1 Liter), Markets"
"2659","Isle Of Man",2.47,"Fresh White Bread (500 g Loaf), Markets"
"2660","Isle Of Man",5.12,"Eggs (12, Large Size), Markets"
"2661","Isle Of Man",7.08,"Local Cheese (1 kg), Markets"
"2662","Isle Of Man",2.65,"Bottled Water (1.5 Liter), Markets"
"2663","Isle Of Man",12.66,"Bottle of Wine (Mid-Range), Markets"
"2664","Isle Of Man",4.47,"Domestic Beer (0.5 Liter Bottle), Markets"
"2665","Isle Of Man",4.3,"Imported Beer (0.33 Liter Bottle), Markets"
"2666","Isle Of Man",22.65,"Cigarettes (Pack of 20, Marlboro), Markets"
"2667","Isle Of Man",8.42,"Chicken Fillets (1 kg), Markets"
"2668","Isle Of Man",2.78,"Apples (1 kg), Markets"
"2669","Isle Of Man",2.83,"Oranges (1 kg), Markets"
"2670","Isle Of Man",3,"Potatoes (1 kg), Markets"
"2671","Isle Of Man",1.89,"Lettuce (1 Head), Markets"
"2672","Isle Of Man",5.31,"Cappuccino (Regular Size), Restaurants"
"2673","Isle Of Man",2.26,"White Rice (1 kg), Markets"
"2674","Isle Of Man",2.58,"Tomatoes (1 kg), Markets"
"2675","Isle Of Man",1.99,"Bananas (1 kg), Markets"
"2676","Isle Of Man",2.67,"Onions (1 kg), Markets"
"2677","Isle Of Man",10.37,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2678","Israel",24.68,"Meal at an Inexpensive Restaurant, Restaurants"
"2679","Israel",92.54,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2680","Israel",18.51,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2681","Israel",9.87,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2682","Israel",9.25,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2683","Israel",3.16,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2684","Israel",2.54,"Bottled Water (0.33 Liter), Restaurants"
"2685","Israel",2.19,"Milk (Regular, 1 Liter), Markets"
"2686","Israel",2.97,"Fresh White Bread (500 g Loaf), Markets"
"2687","Israel",4.52,"Eggs (12, Large Size), Markets"
"2688","Israel",17.19,"Local Cheese (1 kg), Markets"
"2689","Israel",1.61,"Bottled Water (1.5 Liter), Markets"
"2690","Israel",13.88,"Bottle of Wine (Mid-Range), Markets"
"2691","Israel",3.07,"Domestic Beer (0.5 Liter Bottle), Markets"
"2692","Israel",3.63,"Imported Beer (0.33 Liter Bottle), Markets"
"2693","Israel",12.34,"Cigarettes (Pack of 20, Marlboro), Markets"
"2694","Israel",12.44,"Chicken Fillets (1 kg), Markets"
"2695","Israel",3.84,"Apples (1 kg), Markets"
"2696","Israel",2.18,"Oranges (1 kg), Markets"
"2697","Israel",1.78,"Potatoes (1 kg), Markets"
"2698","Israel",2.22,"Lettuce (1 Head), Markets"
"2699","Israel",4.47,"Cappuccino (Regular Size), Restaurants"
"2700","Israel",3.21,"White Rice (1 kg), Markets"
"2701","Israel",2.69,"Tomatoes (1 kg), Markets"
"2702","Israel",2.61,"Bananas (1 kg), Markets"
"2703","Israel",1.78,"Onions (1 kg), Markets"
"2704","Israel",22.14,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2705","Italy",17.76,"Meal at an Inexpensive Restaurant, Restaurants"
"2706","Italy",81.51,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2707","Italy",11.64,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2708","Italy",5.82,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2709","Italy",5.24,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2710","Italy",3.03,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2711","Italy",1.4,"Bottled Water (0.33 Liter), Restaurants"
"2712","Italy",1.66,"Milk (Regular, 1 Liter), Markets"
"2713","Italy",2.38,"Fresh White Bread (500 g Loaf), Markets"
"2714","Italy",4.15,"Eggs (12, Large Size), Markets"
"2715","Italy",16.95,"Local Cheese (1 kg), Markets"
"2716","Italy",0.52,"Bottled Water (1.5 Liter), Markets"
"2717","Italy",6.99,"Bottle of Wine (Mid-Range), Markets"
"2718","Italy",1.83,"Domestic Beer (0.5 Liter Bottle), Markets"
"2719","Italy",2.48,"Imported Beer (0.33 Liter Bottle), Markets"
"2720","Italy",6.99,"Cigarettes (Pack of 20, Marlboro), Markets"
"2721","Italy",12.5,"Chicken Fillets (1 kg), Markets"
"2722","Italy",2.57,"Apples (1 kg), Markets"
"2723","Italy",2.7,"Oranges (1 kg), Markets"
"2724","Italy",2.02,"Potatoes (1 kg), Markets"
"2725","Italy",1.56,"Lettuce (1 Head), Markets"
"2726","Italy",2.01,"Cappuccino (Regular Size), Restaurants"
"2727","Italy",3.04,"White Rice (1 kg), Markets"
"2728","Italy",3.36,"Tomatoes (1 kg), Markets"
"2729","Italy",2.2,"Bananas (1 kg), Markets"
"2730","Italy",1.9,"Onions (1 kg), Markets"
"2731","Italy",20.45,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2732","Ivory Coast",3.55,"Meal at an Inexpensive Restaurant, Restaurants"
"2733","Ivory Coast",72.18,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2734","Ivory Coast",10.65,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2735","Ivory Coast",1.07,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2736","Ivory Coast",1.78,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2737","Ivory Coast",0.82,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2738","Ivory Coast",0.83,"Bottled Water (0.33 Liter), Restaurants"
"2739","Ivory Coast",2.26,"Milk (Regular, 1 Liter), Markets"
"2740","Ivory Coast",0.46,"Fresh White Bread (500 g Loaf), Markets"
"2741","Ivory Coast",2.23,"Eggs (12, Large Size), Markets"
"2742","Ivory Coast",17.75,"Local Cheese (1 kg), Markets"
"2743","Ivory Coast",0.89,"Bottled Water (1.5 Liter), Markets"
"2744","Ivory Coast",6.66,"Bottle of Wine (Mid-Range), Markets"
"2745","Ivory Coast",1.12,"Domestic Beer (0.5 Liter Bottle), Markets"
"2746","Ivory Coast",1.29,"Imported Beer (0.33 Liter Bottle), Markets"
"2747","Ivory Coast",1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
"2748","Ivory Coast",6.85,"Chicken Fillets (1 kg), Markets"
"2749","Ivory Coast",3.83,"Apples (1 kg), Markets"
"2750","Ivory Coast",1.87,"Oranges (1 kg), Markets"
"2751","Ivory Coast",1.71,"Potatoes (1 kg), Markets"
"2752","Ivory Coast",0.7,"Lettuce (1 Head), Markets"
"2753","Ivory Coast",1.89,"Cappuccino (Regular Size), Restaurants"
"2754","Ivory Coast",1.11,"White Rice (1 kg), Markets"
"2755","Ivory Coast",2.07,"Tomatoes (1 kg), Markets"
"2756","Ivory Coast",1.06,"Bananas (1 kg), Markets"
"2757","Ivory Coast",1.72,"Onions (1 kg), Markets"
"2758","Ivory Coast",6.53,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2759","Jamaica",9.36,"Meal at an Inexpensive Restaurant, Restaurants"
"2760","Jamaica",62.38,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2761","Jamaica",8.11,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2762","Jamaica",2.5,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2763","Jamaica",3.12,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2764","Jamaica",1.32,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2765","Jamaica",0.79,"Bottled Water (0.33 Liter), Restaurants"
"2766","Jamaica",3.7,"Milk (Regular, 1 Liter), Markets"
"2767","Jamaica",3.05,"Fresh White Bread (500 g Loaf), Markets"
"2768","Jamaica",3.5,"Eggs (12, Large Size), Markets"
"2769","Jamaica",13.1,"Local Cheese (1 kg), Markets"
"2770","Jamaica",1.37,"Bottled Water (1.5 Liter), Markets"
"2771","Jamaica",11.85,"Bottle of Wine (Mid-Range), Markets"
"2772","Jamaica",2.66,"Domestic Beer (0.5 Liter Bottle), Markets"
"2773","Jamaica",3.11,"Imported Beer (0.33 Liter Bottle), Markets"
"2774","Jamaica",9.36,"Cigarettes (Pack of 20, Marlboro), Markets"
"2775","Jamaica",7.83,"Chicken Fillets (1 kg), Markets"
"2776","Jamaica",6.17,"Apples (1 kg), Markets"
"2777","Jamaica",4.54,"Oranges (1 kg), Markets"
"2778","Jamaica",2.31,"Potatoes (1 kg), Markets"
"2779","Jamaica",2.42,"Lettuce (1 Head), Markets"
"2780","Jamaica",4.24,"Cappuccino (Regular Size), Restaurants"
"2781","Jamaica",1.63,"White Rice (1 kg), Markets"
"2782","Jamaica",2.4,"Tomatoes (1 kg), Markets"
"2783","Jamaica",3.53,"Bananas (1 kg), Markets"
"2784","Jamaica",2.03,"Onions (1 kg), Markets"
"2785","Jamaica",7.66,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2786","Japan",6.45,"Meal at an Inexpensive Restaurant, Restaurants"
"2787","Japan",32.25,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2788","Japan",5.16,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2789","Japan",3.22,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2790","Japan",3.87,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2791","Japan",1.04,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2792","Japan",0.75,"Bottled Water (0.33 Liter), Restaurants"
"2793","Japan",1.44,"Milk (Regular, 1 Liter), Markets"
"2794","Japan",1.41,"Fresh White Bread (500 g Loaf), Markets"
"2795","Japan",2.08,"Eggs (12, Large Size), Markets"
"2796","Japan",10.95,"Local Cheese (1 kg), Markets"
"2797","Japan",0.87,"Bottled Water (1.5 Liter), Markets"
"2798","Japan",7.74,"Bottle of Wine (Mid-Range), Markets"
"2799","Japan",2.03,"Domestic Beer (0.5 Liter Bottle), Markets"
"2800","Japan",2.71,"Imported Beer (0.33 Liter Bottle), Markets"
"2801","Japan",4,"Cigarettes (Pack of 20, Marlboro), Markets"
"2802","Japan",6.47,"Chicken Fillets (1 kg), Markets"
"2803","Japan",4.92,"Apples (1 kg), Markets"
"2804","Japan",4.27,"Oranges (1 kg), Markets"
"2805","Japan",2.64,"Potatoes (1 kg), Markets"
"2806","Japan",1.28,"Lettuce (1 Head), Markets"
"2807","Japan",3.09,"Cappuccino (Regular Size), Restaurants"
"2808","Japan",4.61,"White Rice (1 kg), Markets"
"2809","Japan",4.44,"Tomatoes (1 kg), Markets"
"2810","Japan",2.43,"Bananas (1 kg), Markets"
"2811","Japan",2.53,"Onions (1 kg), Markets"
"2812","Japan",18.18,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2813","Jersey",36.65,"Meal at an Inexpensive Restaurant, Restaurants"
"2814","Jersey",119.93,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2815","Jersey",10.66,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2816","Jersey",7.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2817","Jersey",6.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2818","Jersey",3.33,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2819","Jersey",2.53,"Bottled Water (0.33 Liter), Restaurants"
"2820","Jersey",2.16,"Milk (Regular, 1 Liter), Markets"
"2821","Jersey",2.64,"Fresh White Bread (500 g Loaf), Markets"
"2822","Jersey",6.24,"Eggs (12, Large Size), Markets"
"2823","Jersey",6.75,"Local Cheese (1 kg), Markets"
"2824","Jersey",2.5,"Bottled Water (1.5 Liter), Markets"
"2825","Jersey",11.99,"Bottle of Wine (Mid-Range), Markets"
"2826","Jersey",4.44,"Domestic Beer (0.5 Liter Bottle), Markets"
"2827","Jersey",7.33,"Imported Beer (0.33 Liter Bottle), Markets"
"2828","Jersey",16.32,"Cigarettes (Pack of 20, Marlboro), Markets"
"2829","Jersey",11.99,"Chicken Fillets (1 kg), Markets"
"2830","Jersey",4.29,"Apples (1 kg), Markets"
"2831","Jersey",4.2,"Oranges (1 kg), Markets"
"2832","Jersey",3.88,"Potatoes (1 kg), Markets"
"2833","Jersey",1.99,"Lettuce (1 Head), Markets"
"2834","Jersey",4.81,"Cappuccino (Regular Size), Restaurants"
"2835","Jersey",3.51,"White Rice (1 kg), Markets"
"2836","Jersey",4.16,"Tomatoes (1 kg), Markets"
"2837","Jersey",3.16,"Bananas (1 kg), Markets"
"2838","Jersey",3.78,"Onions (1 kg), Markets"
"2839","Jersey",18.92,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2840","Jordan",5.64,"Meal at an Inexpensive Restaurant, Restaurants"
"2841","Jordan",49.37,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2842","Jordan",7.05,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2843","Jordan",5.64,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2844","Jordan",7.05,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2845","Jordan",0.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2846","Jordan",0.36,"Bottled Water (0.33 Liter), Restaurants"
"2847","Jordan",1.45,"Milk (Regular, 1 Liter), Markets"
"2848","Jordan",0.53,"Fresh White Bread (500 g Loaf), Markets"
"2849","Jordan",2.16,"Eggs (12, Large Size), Markets"
"2850","Jordan",6.43,"Local Cheese (1 kg), Markets"
"2851","Jordan",0.59,"Bottled Water (1.5 Liter), Markets"
"2852","Jordan",21.16,"Bottle of Wine (Mid-Range), Markets"
"2853","Jordan",4.79,"Domestic Beer (0.5 Liter Bottle), Markets"
"2854","Jordan",5.31,"Imported Beer (0.33 Liter Bottle), Markets"
"2855","Jordan",3.53,"Cigarettes (Pack of 20, Marlboro), Markets"
"2856","Jordan",5.85,"Chicken Fillets (1 kg), Markets"
"2857","Jordan",1.9,"Apples (1 kg), Markets"
"2858","Jordan",1.31,"Oranges (1 kg), Markets"
"2859","Jordan",0.89,"Potatoes (1 kg), Markets"
"2860","Jordan",0.64,"Lettuce (1 Head), Markets"
"2861","Jordan",3.41,"Cappuccino (Regular Size), Restaurants"
"2862","Jordan",1.64,"White Rice (1 kg), Markets"
"2863","Jordan",0.75,"Tomatoes (1 kg), Markets"
"2864","Jordan",1.68,"Bananas (1 kg), Markets"
"2865","Jordan",0.73,"Onions (1 kg), Markets"
"2866","Jordan",11.74,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2867","Kazakhstan",8.9,"Meal at an Inexpensive Restaurant, Restaurants"
"2868","Kazakhstan",31.65,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2869","Kazakhstan",6.43,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2870","Kazakhstan",1.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2871","Kazakhstan",2.37,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2872","Kazakhstan",0.98,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2873","Kazakhstan",0.56,"Bottled Water (0.33 Liter), Restaurants"
"2874","Kazakhstan",1.18,"Milk (Regular, 1 Liter), Markets"
"2875","Kazakhstan",0.44,"Fresh White Bread (500 g Loaf), Markets"
"2876","Kazakhstan",1.64,"Eggs (12, Large Size), Markets"
"2877","Kazakhstan",9.47,"Local Cheese (1 kg), Markets"
"2878","Kazakhstan",0.76,"Bottled Water (1.5 Liter), Markets"
"2879","Kazakhstan",7.52,"Bottle of Wine (Mid-Range), Markets"
"2880","Kazakhstan",0.95,"Domestic Beer (0.5 Liter Bottle), Markets"
"2881","Kazakhstan",1.8,"Imported Beer (0.33 Liter Bottle), Markets"
"2882","Kazakhstan",1.98,"Cigarettes (Pack of 20, Marlboro), Markets"
"2883","Kazakhstan",4.72,"Chicken Fillets (1 kg), Markets"
"2884","Kazakhstan",1.34,"Apples (1 kg), Markets"
"2885","Kazakhstan",1.99,"Oranges (1 kg), Markets"
"2886","Kazakhstan",0.62,"Potatoes (1 kg), Markets"
"2887","Kazakhstan",1.13,"Lettuce (1 Head), Markets"
"2888","Kazakhstan",2.15,"Cappuccino (Regular Size), Restaurants"
"2889","Kazakhstan",1.45,"White Rice (1 kg), Markets"
"2890","Kazakhstan",1.84,"Tomatoes (1 kg), Markets"
"2891","Kazakhstan",1.94,"Bananas (1 kg), Markets"
"2892","Kazakhstan",0.42,"Onions (1 kg), Markets"
"2893","Kazakhstan",7.55,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"2894","Kenya",3.86,"Meal at an Inexpensive Restaurant, Restaurants"
"2895","Kenya",30.89,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"2896","Kenya",6.95,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"2897","Kenya",2.32,"Domestic Draft Beer (0.5 Liter), Restaurants"
"2898","Kenya",2.7,"Imported Beer (0.33 Liter Bottle), Restaurants"
"2899","Kenya",0.61,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"2900","Kenya",0.48,"Bottled Water (0.33 Liter), Restaurants"
"2901","Kenya",0.78,"Milk (Regular, 1 Liter), Markets"
